,abv,brewery_location,brewery_name,ibu,id,name,size,style
915,5.0%,"Longmont, CO",Oskar Blues Brewery,N/A,1751,One Nut Brown,12 oz.,English Brown Ale
916,???,"Longmont, CO",Oskar Blues Brewery,N/A,1750,Birth IPA,12 oz.,American IPA
917,4.6%,"Burlington, VT",The Just Beer Project,45,1749,Just IPA,12 oz.,American IPA
918,5.2%,"Bronx, NY",The Bronx Brewery,16,1748,Bronx Summer Pale Ale,16 oz.,American Pale Ale (APA)
919,5.7%,"Bronx, NY",The Bronx Brewery,46,1747,Bronx Black Pale Ale,16 oz.,American Black Ale
920,6.3%,"Tulsa, OK",Dead Armadillo Craft Brewing,37,1746,Dead Armadillo Amber Ale,12 oz.,American Amber / Red Ale
921,8.0%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,80,1745,Mississippi Fire Ant,16 oz.,American Amber / Red Ale
922,5.6%,"Morganton, NC",Catawba Brewing Company,N/A,1744,Farmer Ted's Cream Ale,12 oz.,Cream Ale
923,5.2%,"Morganton, NC",Catawba Brewing Company,N/A,1743,Firewater India Pale Ale,12 oz.,American IPA
924,4.7%,"Morganton, NC",Catawba Brewing Company,N/A,1742,White Zombie Ale,12 oz.,Witbier
925,5.4%,"Albuquerque, NM",La Cumbre Brewing Company,15,1741,A Slice of Hefen,16 oz.,Hefeweizen
926,6.9%,"Conroe, TX",Southern Star Brewing Company,23,1740,Le Mort Vivant,12 oz.,Bière de Garde
927,9.9%,"Brooklyn Center, MN",Surly Brewing Company,85,1739,BLAKKR,16 oz.,American Black Ale
928,4.8%,"Boonville, CA",Anderson Valley Brewing Company,N/A,1738,"the Kimmie, the Yink and the Holy Gose",12 oz.,Gose
929,5.5%,"Fort Collins, CO",New Belgium Brewing Company,N/A,1737,California Route,12 oz.,American Amber / Red Lager
930,6.2%,"Manhattan, KS",Tallgrass Brewing Company,35,1736,Zombie Monkie,16 oz.,American Porter
931,5.0%,"Diamond Springs, CA",David's Ale Works,N/A,1735,Sprocket Blonde Ale (2006),12 oz.,American Blonde Ale
932,5.0%,"Diamond Springs, CA",David's Ale Works,N/A,1734,Sprocket Pale Ale (2006),12 oz.,American Pale Ale (APA)
933,4.7%,"Paso Robles, CA",Firestone Walker Brewing Company,20,1733,805,12 oz.,American Blonde Ale
934,4.4%,"Burlington, VT",The Traveler Beer Company,N/A,1732,Curious Traveler Shandy,12 oz.,Shandy
935,4.6%,"Estacada, OR",Fearless Brewing Company,N/A,1731,Peaches & Cream,16 oz.,Fruit / Vegetable Beer
936,7.5%,"Meadville, PA",Voodoo Brewery,31,1730,Wynona's Big Brown Ale,12 oz.,American Brown Ale
937,9.2%,"Meadville, PA",Voodoo Brewery,25,1729,Gran Met,12 oz.,Belgian Strong Pale Ale
938,8.5%,"Conroe, TX",Southern Star Brewing Company,110,1728,Red Cockaded Ale,12 oz.,American Double / Imperial IPA
939,7.5%,"Eagle, CO",Bonfire Brewing Company,22,1727,Kilt Dropper Scotch Ale,16 oz.,Scotch Ale / Wee Heavy
940,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1726,Hopped on the High Seas (Hop #529),12 oz.,American IPA
941,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1725,Hopped on the High Seas (Calypso),12 oz.,American IPA
942,???,"Rochester, MI",Rochester Mills Brewing Company,N/A,1724,Cal and Co. Black Cherry Porter,16 oz.,American Porter
943,7.3%,"Salt Lake City, UT",Uinta Brewing Company,83,1723,Hop Nosh IPA,12 oz.,American IPA
944,5.0%,"Fargo, ND",Fargo Brewing Company,32,1722,Iron Horse Pale Ale,12 oz.,American Pale Ale (APA)
945,4.7%,"Arvada, CO",Odyssey Beerwerks,N/A,1721,Heliocentric Hefeweizen,12 oz.,Hefeweizen
946,5.1%,"Arvada, CO",Odyssey Beerwerks,N/A,1720,Ghose Drifter Pale Ale,12 oz.,American Pale Ale (APA)
947,7.0%,"Morganton, NC",Catawba Brewing Company,N/A,1719,King Winterbolt Winter Ale,12 oz.,Winter Warmer
948,5.1%,"Blanco, TX",Real Ale Brewing Company,21,1718,Firemans #4 Blonde Ale (2013),12 oz.,American Blonde Ale
949,5.0%,"Belfast, ME",Marshall Wharf Brewing Company,N/A,1717,Tug Pale Ale,16 oz.,American Pale Ale (APA)
950,9.9%,"Belfast, ME",Marshall Wharf Brewing Company,N/A,1716,Sexy Chaos,16 oz.,Russian Imperial Stout
951,6.2%,"Missoula, MT",Big Sky Brewing Company,65,1714,Big Sky IPA,12 oz.,American IPA
952,5.0%,"Missoula, MT",Big Sky Brewing Company,40,1713,Scape Goat Pale Ale,12 oz.,English Pale Ale
953,5.0%,"Missoula, MT",Big Sky Brewing Company,35,1712,Montana Trout Slayer Ale,12 oz.,American Pale Wheat Ale
954,5.1%,"Missoula, MT",Big Sky Brewing Company,26,1711,Moose Drool Brown Ale,12 oz.,American Brown Ale
955,6.4%,"Atlanta, GA",SweetWater Brewing Company,N/A,1710,SweetWater IPA,12 oz.,American IPA
956,5.4%,"Atlanta, GA",SweetWater Brewing Company,N/A,1709,420 Extra Pale Ale,12 oz.,American Pale Ale (APA)
957,7.4%,"Durango, CO",Ska Brewing Company,N/A,1708,Taster's Choice,12 oz.,Doppelbock
958,5.2%,"Fort Collins, CO",New Belgium Brewing Company,N/A,1707,Snapshot,16 oz.,American Pale Wheat Ale
959,5.5%,"Anchorage, AK",King Street Brewing Company,N/A,1706,King Street Pilsner,12 oz.,Czech Pilsener
960,6.1%,"Papillion, NE",Nebraska Brewing Company,11,1705,Wick For Brains,12 oz.,Pumpkin Ale
961,6.5%,"St. John's, MI",Uncle John's Fruit House Winery,N/A,1704,Uncle John's Apple Cherry Cider,16 oz.,Cider
962,6.5%,"St. John's, MI",Uncle John's Fruit House Winery,N/A,1703,Uncle John's Apricot Apple Cider,16 oz.,Cider
963,5.6%,"Aurora, IN",Great Crescent Brewery,33,1702,Bourbon Barrel Aged Coconut Porter,16 oz.,American Porter
964,6.2%,"Aurora, IN",Great Crescent Brewery,60,1701,Great Crescent IPA,16 oz.,American IPA
965,5.7%,"Aurora, IN",Great Crescent Brewery,27,1700,Aurora Lager,16 oz.,Dortmunder / Export Lager
966,5.3%,"Aurora, IN",Great Crescent Brewery,22,1699,Great Crescent Blonde Ale,16 oz.,American Blonde Ale
967,8.0%,"Los Angeles, CA",Golden Road Brewing,70,1698,Wolf Among Weeds IPA,16 oz.,American IPA
968,6.5%,"Worcester, MA",Wormtown Brewery,69,1697,Be Hoppy IPA,16 oz.,American IPA
969,9.9%,"Brooklyn, NY",Sixpoint Craft Ales,111,1696,Hi-Res,12 oz.,American Double / Imperial IPA
970,6.3%,"Tampa, FL",Cigar City Brewing Company,N/A,1695,Wiregrass Post-Prohibition Ale,12 oz.,American Pale Ale (APA)
971,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,12 oz.,American IPA
972,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1693,Hopped on the High Seas (Citra),12 oz.,American IPA
973,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1692,Hopped on the High Seas (Ahtanum),12 oz.,American IPA
974,6.5%,"Minneapolis, MN",Indeed Brewing Company,22,1691,Stir Crazy Winter Ale,12 oz.,Winter Warmer
975,4.8%,"Fort Collins, CO",New Belgium Brewing Company,N/A,1690,Sunshine Wheat Beer,12 oz.,American Pale Wheat Ale
976,5.9%,"Edwards, CO",Crazy Mountain Brewing Company,N/A,1689,Snowcat Coffee Stout,12 oz.,American Stout
977,5.7%,"York, PA",Liquid Hero Brewery,42,1688,American Hero,12 oz.,American Amber / Red Ale
978,5.2%,"York, PA",Liquid Hero Brewery,20,1687,Schweet Ale,12 oz.,Fruit / Vegetable Beer
979,6.5%,"York, PA",Liquid Hero Brewery,75,1686,Irregardless IPA,12 oz.,American IPA
980,6.1%,"Boynton Beach, FL",Due South Brewing Company,64,1685,Category 3 IPA,12 oz.,American IPA
981,4.8%,"Palisade, CO",Palisade Brewing Company,N/A,1684,Hula Hoppie Session IPA,12 oz.,American IPA
982,5.4%,"Santa Cruz, CA",Santa Cruz Mountain Brewing,N/A,1683,Dread Brown Ale,12 oz.,American Brown Ale
983,6.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1682,Wasatch Ghostrider White IPA (2014),12 oz.,American White IPA
984,4.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1681,Wasatch Apricot Hefeweizen,12 oz.,Fruit / Vegetable Beer
985,9.0%,"Salt Lake City, UT",Utah Brewers Cooperative,75,1680,Squatters Hop Rising Double IPA (2014),12 oz.,American Double / Imperial IPA
986,4.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1679,Squatters Full Suspension Pale Ale,12 oz.,American Pale Ale (APA)
987,5.7%,"Brooklyn, NY",KelSo Beer Company,19,1678,KelSo Nut Brown Lager,12 oz.,Euro Dark Lager
988,7.5%,"Richmond, VA",Hardywood Park Craft Brewery,70,1677,The Great Return,16 oz.,American IPA
989,5.9%,"Abingdon, VA",Wolf Hills Brewing Company,135,1676,Troopers Alley IPA,12 oz.,American IPA
990,6.4%,"Erie, PA",Lavery Brewing Company,95,1675,Madra Allta,12 oz.,American IPA
991,9.9%,"Santee, CA",Manzanita Brewing Company,93,1674,Chaotic Double IPA,12 oz.,American Double / Imperial IPA
992,8.0%,"Santee, CA",Manzanita Brewing Company,88,1673,Manzanita IPA,12 oz.,American IPA
993,6.0%,"Santee, CA",Manzanita Brewing Company,25,1672,Riverwalk Blonde Ale,12 oz.,American Blonde Ale
994,9.5%,"Santee, CA",Manzanita Brewing Company,49,1671,Gillespie Brown Ale,12 oz.,American Brown Ale
995,6.6%,"Santee, CA",Manzanita Brewing Company,44,1670,Manzanita Pale Ale,12 oz.,American Pale Ale (APA)
996,5.4%,"Eugene, OR",Oakshire Brewing,24,1669,Oakshire Amber Ale,12 oz.,American Amber / Red Ale
997,5.8%,"Eugene, OR",Oakshire Brewing,27,1668,Overcast Espresso Stout,12 oz.,American Stout
998,6.0%,"Anchorage, AK",King Street Brewing Company,70,1667,King Street IPA,12 oz.,American IPA
999,5.7%,"Anchorage, AK",King Street Brewing Company,10,1666,King Street Hefeweizen,12 oz.,Hefeweizen
1000,4.9%,"Anchorage, AK",King Street Brewing Company,N/A,1665,King Street Blonde Ale,12 oz.,American Blonde Ale
1001,8.0%,"Chicago, IL",Finch's Beer Company,80,1664,Sobek & Set,16 oz.,American Black Ale
1002,8.6%,"Chicago, IL",Finch's Beer Company,N/A,1663,Nuclear Winter,16 oz.,Belgian Strong Dark Ale
1003,5.0%,"Chicago, IL",Finch's Beer Company,22,1662,Wet Hot American Wheat Ale,16 oz.,American Pale Wheat Ale
1004,4.8%,"Seattle, WA",Two Beers Brewing Company,48,1661,Trailhead ISA,12 oz.,American IPA
1005,5.2%,"Seattle, WA",Two Beers Brewing Company,27,1660,Immersion Amber,12 oz.,American Amber / Red Ale
1006,6.2%,"Seattle, WA",Two Beers Brewing Company,70,1659,Evo IPA,12 oz.,American IPA
1007,5.0%,"Durham, NC",Fullsteam Brewery,N/A,1658,Cack-A-Lacky,12 oz.,American Pale Ale (APA)
1008,4.0%,"South Bend, IN",Four Horsemen Brewing Company,N/A,1657,Leprechaun Lager,12 oz.,American Pale Lager
1009,9.0%,"Indianapolis, IN",Sun King Brewing Company,30,1656,Wee Muckle,16 oz.,Scotch Ale / Wee Heavy
1010,9.2%,"Boise, ID",Sockeye Brewing Company,N/A,1655,Double Dagger Imperial IPA,12 oz.,American Double / Imperial IPA
1011,5.5%,"Lockland, OH",Rivertown Brewing Company,60,1654,Hop Bomber Rye Pale Ale,16 oz.,American Pale Ale (APA)
1012,6.2%,"Boston, MA",Harpoon Brewery,45,1653,The Long Thaw White IPA,12 oz.,American White IPA
1013,4.2%,"Green Bay, WI",Hinterland Brewery,N/A,1652,White Cap White IPA,16 oz.,American White IPA
1014,5.6%,"Grand Rapids, MI",Brewery Vivant,N/A,1651,Maize & Blueberry,16 oz.,Fruit / Vegetable Beer
1015,5.2%,"Springdale, AR",Core Brewing & Distilling Company,N/A,1650,Arkansas Red,12 oz.,American Amber / Red Ale
1016,5.1%,"San Luis Obispo, CA",Central Coast Brewing Company,15,1649,Chai Ale,16 oz.,Herbed / Spiced Beer
1017,7.2%,"San Luis Obispo, CA",Central Coast Brewing Company,85,1648,Lucky Day IPA,16 oz.,American IPA
1018,9.5%,"San Luis Obispo, CA",Central Coast Brewing Company,99,1647,Terrace Hill Double IPA,16 oz.,American Double / Imperial IPA
1019,7.5%,"San Luis Obispo, CA",Central Coast Brewing Company,77,1646,Catch 23,16 oz.,American Black Ale
1020,5.7%,"Westfield, MA",Westfield River Brewing Company,22,1645,Westfield Octoberfest,12 oz.,Märzen / Oktoberfest
1021,4.5%,"Williamsburg, MA",Banner Beer Company,20,1644,Banner American Rye,12 oz.,Rye Beer
1022,3.5%,"Williamsburg, MA",Banner Beer Company,45,1643,Banner American Ale,12 oz.,American Amber / Red Ale
1023,5.7%,"Columbus, OH",Elevator Brewing Company,N/A,1642,Bleeding Buckeye Red Ale,16 oz.,Extra Special / Strong Bitter (ESB)
1024,9.4%,"Los Angeles, CA",Golden Road Brewing,92,1641,Better Weather IPA,16 oz.,American IPA
1025,4.8%,"Bellingham, WA",Aslan Brewing Company,N/A,1640,Aslan Kölsch,16 oz.,Kölsch
1026,7.7%,"Bellingham, WA",Aslan Brewing Company,N/A,1639,Aslan IPA,16 oz.,American IPA
1027,7.7%,"Bellingham, WA",Aslan Brewing Company,N/A,1638,Aslan Amber,16 oz.,American Amber / Red Ale
1028,8.0%,"Bellingham, WA",Kulshan Brewery,N/A,1637,Bellingham Beer Week 2013 Collaboration,16 oz.,Belgian Strong Dark Ale
1029,5.6%,"Monument, CO",Pikes Peak Brewing Company,N/A,1636,Local 5 Pale Ale,16 oz.,American Pale Ale (APA)
1030,6.0%,"Tempe, AZ",Four Peaks Brewing Company,21,1635,Kilt Lifter Scottish-Style Ale,12 oz.,
1031,6.0%,"Chicago, IL",Spiteful Brewing Company,N/A,1634,Alley Time,12 oz.,American Pale Ale (APA)
1032,5.8%,"Chicago, IL",Spiteful Brewing Company,N/A,1633,Fat Badger,12 oz.,Irish Red Ale
1033,5.5%,"Chicago, IL",Spiteful Brewing Company,N/A,1632,In the Weeds,12 oz.,American Pale Wheat Ale
1034,5.0%,"Baltimore, MD",Stillwater Artisanal Ales,N/A,1631,Brontide,12 oz.,American Black Ale
1035,5.8%,"Warrenville, IL",Two Brothers Brewing Company,43,1630,Night Cat (2014),12 oz.,American Dark Wheat Ale
1036,6.5%,"Boston, MA",Boston Beer Company,45,1629,Rebel IPA,16 oz.,American IPA
1037,7.2%,"Philadelphia, PA",Manayunk Brewing Company,N/A,1628,Festivus (1),12 oz.,Winter Warmer
1038,5.3%,"Cleveland, OH",Buckeye Brewing,N/A,1627,Cleveland Beer Week 2013,16 oz.,Munich Helles Lager
1039,6.7%,"Philadelphia, PA",Manayunk Brewing Company,N/A,1626,Manayunk Oktoberfest,12 oz.,Märzen / Oktoberfest
1040,4.5%,"Philadelphia, PA",Manayunk Brewing Company,21,1625,Belgian Style Session Ale,12 oz.,Belgian Pale Ale
1041,5.5%,"Philadelphia, PA",Manayunk Brewing Company,N/A,1624,Manayunk IPA,12 oz.,American IPA
1042,7.2%,"Shelbyville, IN",Daredevil Brewing Company,N/A,1623,Lift Off IPA,16 oz.,American IPA
1043,5.1%,"Charlotte, NC",NoDa Brewing Company,31,1622,Jam Session,16 oz.,American Pale Ale (APA)
1044,7.2%,"Charlotte, NC",NoDa Brewing Company,80,1621,Hop Drop 'N Roll IPA,16 oz.,American IPA
1045,6.2%,"Fuquay-Varina, NC",Aviator Brewing Company,17,1620,Pumpkin Beast,12 oz.,Pumpkin Ale
1046,8.2%,"Lake Barrington, IL",Wild Onion Brewing Company,100,1619,Hop Slayer Double IPA,12 oz.,American Double / Imperial IPA
1047,4.5%,"Lake Barrington, IL",Wild Onion Brewing Company,N/A,1618,Pumpkin Ale,12 oz.,Pumpkin Ale
1048,4.9%,"Saint Louis, MO",Morgan Street Brewery,24,1617,Morgan Street Oktoberfest,12 oz.,Märzen / Oktoberfest
1049,5.1%,"Tempe, AZ",Four Peaks Brewing Company,N/A,1616,Pumpkin Porter,12 oz.,American Porter
1050,4.5%,"Seattle, WA",Hilliard's Beer,32,1615,The 12th Can™,16 oz.,American Pale Ale (APA)
1051,4.8%,"Eagle, CO",Bonfire Brewing Company,30,1614,Wood Splitter Pilsner,16 oz.,Czech Pilsener
1052,5.6%,"Eagle, CO",Bonfire Brewing Company,26,1613,Gyptoberfest,12 oz.,Märzen / Oktoberfest
1053,5.0%,"Pottstown, PA",Mikkeller,N/A,1612,Keeper (Current),12 oz.,American Pilsner
1054,6.8%,"Pottstown, PA",Mikkeller,N/A,1611,Better Half,12 oz.,American IPA
1055,6.0%,"Indianapolis, IN",Flat 12 Bierwerks,104,1610,Half Cycle IPA,16 oz.,American IPA
1056,7.1%,"Meridian, ID",Slanted Rock Brewing Company,92,1609,Initial Point India Pale Ale,12 oz.,American IPA
1057,7.0%,"Brooklyn, NY",Sixpoint Craft Ales,70,1608,Global Warmer,12 oz.,American Strong Ale
1058,6.0%,"Midvale, UT",Bohemian Brewery,N/A,1607,Bohemian Export Lager,12 oz.,Dortmunder / Export Lager
1059,6.0%,"Jackson, WY",Snake River Brewing Company,55,1606,Snow King Pale Ale,12 oz.,American Pale Ale (APA)
1060,7.8%,"Springfield, OR",Hop Valley Brewing Company,60,1605,Festeroo Winter Ale,12 oz.,American Strong Ale
1061,5.0%,"Davenport, IA",Great River Brewery,5,1604,Chickawawa Lemonale,12 oz.,Fruit / Vegetable Beer
1062,7.3%,"Meadville, PA",Voodoo Brewery,85,1603,Good Vibes IPA,12 oz.,American IPA
1063,5.5%,"Spearfish, SD",Crow Peak Brewing Company,N/A,1602,Bear Butte Nut Brown Ale,12 oz.,American Brown Ale
1064,5.5%,"Boston, MA",Boston Beer Company,N/A,1601,Cold Snap,12 oz.,Witbier
1065,5.5%,"Philadelphia, PA",Manayunk Brewing Company,N/A,1600,Yunkin' Punkin',12 oz.,Pumpkin Ale
1066,6.5%,"Indianapolis, IN",Sun King Brewing Company,55,1599,Royal Brat,16 oz.,Extra Special / Strong Bitter (ESB)
1067,5.0%,"Mustang, OK",Mustang Brewing Company,N/A,1598,Mustang Sixty-Six,12 oz.,American Amber / Red Lager
1068,5.3%,"Midvale, UT",Bohemian Brewery,N/A,1597,Altus Bohemes Altbier,12 oz.,Altbier
1069,6.3%,"Boise, ID",Sockeye Brewing Company,100,1596,Dagger Falls IPA,12 oz.,American IPA
1070,6.3%,"Boise, ID",Sockeye Brewing Company,100,1595,Dagger Falls IPA,12 oz.,American IPA
1071,5.3%,"Kent, WA",Airways Brewing Company,35,1594,Maylani's Coconut Stout,16 oz.,American Stout
1072,8.2%,"San Francisco, CA",21st Amendment Brewery,N/A,1593,He Said Baltic-Style Porter,12 oz.,Baltic Porter
1073,8.2%,"San Francisco, CA",21st Amendment Brewery,N/A,1592,He Said Belgian-Style Tripel,12 oz.,Tripel
1074,6.7%,"Brooklyn, NY",Sixpoint Craft Ales,74,1591,Autumnation (2013),16 oz.,American IPA
1075,5.0%,"Buena Vista, CO",Eddyline Brewery & Restaurant,N/A,1590,Pumpkin Patch Ale,16 oz.,Pumpkin Ale
1076,4.5%,"Carlsbad, CA",Pizza Port Brewing Company,N/A,1589,PONTO S.I.P.A.,16 oz.,American IPA
1077,5.5%,"Pottstown, PA",Sly Fox Brewing Company,16,1588,Sly Fox Christmas Ale 2013,12 oz.,Winter Warmer
1078,5.6%,"Conestoga, PA",Spring House Brewing Company,N/A,1587,Seven Gates Pale Ale,12 oz.,American Pale Ale (APA)
1079,5.2%,"Fort Collins, CO",New Belgium Brewing Company,18,1586,Fat Tire Amber Ale,12 oz.,American Amber / Red Ale
1080,4.2%,"Tempe, AZ",Four Peaks Brewing Company,9,1585,Four Peaks Peach Ale,12 oz.,Fruit / Vegetable Beer
1081,5.1%,"Seven Points, TX",Cedar Creek Brewery,35,1584,Scruffy's Smoked Alt,16 oz.,Smoked Beer
1082,3.8%,"Dunedin, FL",7venth Sun,N/A,1583,Wolfman's Berliner,12 oz.,Berliner Weissbier
1083,6.8%,"New Orleans, LA",New Orleans Lager & Ale Brewing ...,N/A,1582,Irish Channel Stout,16 oz.,American Stout
1084,9.0%,"Denver, CO",Renegade Brewing Company,60,1581,Hammer & Sickle,12 oz.,Russian Imperial Stout
1085,5.7%,"Astoria, OR",Astoria Brewing Company,40,1580,Trolley Stop Stout,12 oz.,American Stout
1086,7.2%,"Fuquay-Varina, NC",Aviator Brewing Company,22,1579,OktoberBeast,12 oz.,Märzen / Oktoberfest
1087,5.1%,"Lahaina, HI",Maui Brewing Company,20,1578,Lahaina Town Brown,12 oz.,American Brown Ale
1088,7.6%,"Midwest City, OK",RoughTail Brewing Company,78,1577,12th Round,16 oz.,American Strong Ale
1089,7.0%,"Midwest City, OK",RoughTail Brewing Company,80,1576,RoughTail IPA,16 oz.,American IPA
1090,8.0%,"Midwest City, OK",RoughTail Brewing Company,N/A,1575,Polar Night Stout,16 oz.,American Stout
1091,7.0%,"Davenport, IA",Great River Brewery,22,1574,Barrel Aged Farmer,16 oz.,American Brown Ale
1092,5.7%,"Bozeman, MT",Bozeman Brewing Company,52,1573,Plum St. Porter,12 oz.,American Porter
1093,6.0%,"Brooklyn, NY",KelSo Beer Company,64,1572,KelSo India Pale Ale,12 oz.,American IPA
1094,5.2%,"Menominee, WI",Lucette Brewing Company,29,1571,Slow Hand Stout,16 oz.,American Stout
1095,9.0%,"Birmingham, MI",Griffin Claw Brewing Company,N/A,1570,Lemon Shandy Tripel,16 oz.,Tripel
1096,6.5%,"Jacksonville, FL",Bold City Brewery,N/A,1569,Mad Manatee IPA,12 oz.,American IPA
1097,5.5%,"Jacksonville, FL",Bold City Brewery,N/A,1568,Killer Whale Cream Ale,12 oz.,Cream Ale
1098,5.8%,"Westerly, RI",Grey Sail Brewing of Rhode Island,N/A,1567,Autumn Winds,16 oz.,Märzen / Oktoberfest
1099,6.2%,"Astoria, OR",Fort George Brewery,N/A,1566,Next Adventure Black IPA,16 oz.,American Black Ale
1100,7.2%,"Grand Rapids, MI",Founders Brewing Company,65,1565,Centennial IPA,12 oz.,American IPA
1101,5.0%,"Lincoln, NE",Blue Blood Brewing Company,N/A,1564,1800 Big Log Wheat (2012),12 oz.,American Pale Wheat Ale
1102,6.0%,"Boonville, CA",Anderson Valley Brewing Company,N/A,1563,Fall Hornin',12 oz.,Pumpkin Ale
1103,6.9%,"Torrance, CA",The Dudes' Brewing Company,34,1562,Grandma's Pecan,16 oz.,English Brown Ale
1104,9.9%,"Torrance, CA",The Dudes' Brewing Company,101,1561,Double Trunk,16 oz.,American Double / Imperial IPA
1105,5.8%,"Houston, TX",Karbach Brewing Company,25,1560,Mother in Lager,12 oz.,Munich Dunkel Lager
1106,4.8%,"Boston, MA",Harpoon Brewery,N/A,1558,Honey Cider,12 oz.,Cider
1107,5.5%,"Houston, TX",Karbach Brewing Company,40,1557,Weekend Warrior Pale Ale,12 oz.,American Pale Ale (APA)
1108,6.9%,"Frankenmuth, MI",Frankenmuth Brewery,69,1556,Batch 69 IPA,12 oz.,American IPA
1109,5.0%,"Minneapolis, MN",Indeed Brewing Company,10,1555,Sweet Yamma Jamma Ale,12 oz.,Fruit / Vegetable Beer
1110,4.5%,"Manheim, PA",Swashbuckler Brewing Company,N/A,1554,Bermuda Triangle Ginger Beer,12 oz.,Herbed / Spiced Beer
1111,4.5%,"Lansdale, PA",Round Guys Brewing,28,1552,Dog Days Summer Ale,12 oz.,Kölsch
1112,5.2%,"Westfield, MA",Westfield River Brewing Company,N/A,1551,Pop's Old Fashioned Lager,12 oz.,American Amber / Red Lager
1113,5.8%,"Westfield, MA",Westfield River Brewing Company,55,1550,Charlie in the Rye,12 oz.,American IPA
1114,7.0%,"Eagle, CO",Bonfire Brewing Company,94,1549,Farmer Wirtz India Pale Ale,16 oz.,English India Pale Ale (IPA)
1115,4.7%,"Eagle, CO",Bonfire Brewing Company,N/A,1548,Slow & Steady Golden Ale,12 oz.,American Blonde Ale
1116,5.9%,"Afton, VA",Blue Mountain Brewery,60,1547,Full Nelson Pale Ale,12 oz.,American Pale Ale (APA)
1117,6.5%,"Afton, VA",Blue Mountain Brewery,30,1546,Steel Wheels ESB,12 oz.,Extra Special / Strong Bitter (ESB)
1118,5.3%,"Afton, VA",Blue Mountain Brewery,22,1545,Blue Mountain Classic Lager,12 oz.,Euro Pale Lager
1119,4.2%,"Crozet, VA",Starr Hill Brewery,20,1544,Starr Pils,12 oz.,German Pilsener
1120,6.3%,"Springfield, OR",Hop Valley Brewing Company,70,1543,Proxima IPA,12 oz.,American IPA
1121,5.5%,"Mt. Pleasant, SC",Westbrook Brewing Company,N/A,1542,One Claw,12 oz.,American Pale Ale (APA)
1122,???,"Lincoln, NE",Blue Blood Brewing Company,N/A,1541,Double Play Pilsner,12 oz.,American Pilsner
1123,7.0%,"Bucryus, MO",Piney River Brewing Company,N/A,1540,Masked Bandit IPA,16 oz.,American Black Ale
1124,6.9%,"Portland, ME",Shipyard Brewing Company,65,1539,Monkey Fist IPA,12 oz.,American IPA
1125,6.4%,"Paonia, CO",Revolution Brewing,N/A,1538,Stout Ol' Friend,16 oz.,American Stout
